movie_ID,director,top_actors
5548,Paul Verhoeven,"Peter Weller, Nancy Allen, Dan O'Herlihy"
1138476,Junta Yamaguchi,"Riko Fujitani, Yuki Torigoe, Munenori Nagano"
1357633,Shunsuke Nakashige,"Taito Ban, Genta Nakamura, Haruna Mikawa"
1248795,Recai Karagöz,"Birkan Sokullu, Esra Bilgiç, Fırat Tanış"
997162,Keir O'Donnell,"Joe Keery, Camila Morrone, Aldis Hodge"
1057491,Dmitriy Suvorov,"Anastasiya Reznik, Alexander Petrov, Semen Arzumanov"
10358,Kevin Smith,"Elizabeth Banks, Seth Rogen, Craig Robinson"
114606,Matthias Hoene,"Rasmus Hardiker, Harry Treadaway, Michelle Ryan"
8689,Ruggero Deodato,"Robert Kerman, Francesca Ciardi, Perry Pirkanen"
547016,Gina Prince-Bythewood,"Charlize Theron, KiKi Layne, Veronica Ngo"
1136837,Jia Zhang-ke,"Zhao Tao, Zhubin Li, Pan Jianlin"
955,John Woo,"Tom Cruise, Dougray Scott, Thandiwe Newton"
254473,Camille Delamarre,"Paul Walker, David Belle, RZA"
595801,Caleb J. Phillips,"Tyler Pochop, Teagan Rose, Josh Schell"
856,Robert Zemeckis,"Bob Hoskins, Christopher Lloyd, Joanna Cassidy"
338766,David Mackenzie,"Jeff Bridges, Chris Pine, Ben Foster"
204082,Gary Fleder,"Jason Statham, James Franco, Izabela Vidovic"
1079244,Todd Komarnicki,"Jonas Dassler, Phileas Heyblom, August Diehl"
848890,Chris McKay,"Chris Pratt, Yvonne Strahovski, J.K. Simmons"
1648,Stephen Herek,"Keanu Reeves, Alex Winter, George Carlin"
511817,Henry Selick,"Lyric Ross, Keegan-Michael Key, Jordan Peele"
11509,Lawrence Kasdan,"Kevin Kline, Scott Glenn, Danny Glover"
16804,Yojiro Takita,"Masahiro Motoki, Ryoko Hirosue, Tsutomu Yamazaki"
484641,Luc Besson,"Sasha Luss, Helen Mirren, Luke Evans"
116322,Alberto Rodríguez,"Rafael Inclán, Yair Prado, Mónica del Carmen"
270938,Ernie Barbarash,"Michael Jai White, Neal McDonough, Lateef Crowder"
2019,John Woo,"Jean-Claude Van Damme, Arnold Vosloo, Lance Henriksen"
184314,François Ozon,"Marine Vacth, Géraldine Pailhas, Charlotte Rampling"
9286,James Wong,"Mary Elizabeth Winstead, Ryan Merriman, Kris Lemche"
4523,Kevin Lima,"Amy Adams, Patrick Dempsey, James Marsden"
583833,Alexandr Domogarov Jr.,"Victor Dobronravov, Leonid Basov, Vladimir Ilin"
73475,Jesús Franco,"Vicky Adams, Ada Tauler, Karine Gambier"
16642,Terrence Malick,"Richard Gere, Brooke Adams, Sam Shepard"
549053,Paul Feig,"Emilia Clarke, Henry Golding, Michelle Yeoh"
169881,Philipp Stölzl,"Tom Payne, Ben Kingsley, Stellan Skarsgård"
172329,Hiroyuki Morita,"Mayumi Tanaka, Kazuya Nakai, Akemi Okamura"
11545,Wes Anderson,"Jason Schwartzman, Bill Murray, Olivia Williams"
960481,S. Baasanjargal,"Tserendolgor Munkhbat, Altantur Altanjargal, Setgeltuvshin Bayarbat"
12620,Fred Wolf,"Anna Faris, Colin Hanks, Emma Stone"
675531,David Slade,"Casey Likes, Emyri Crutchfield, Jeremy Davies"
1361240,Jason Bourque,"Taylor Cole, Kevin McGarry, Sarah-Jane Redmond"
476299,Pascal Laugier,"Crystal Reed, Mylène Farmer, Anastasia Phillips"
505026,Kenneth Branagh,"Kenneth Branagh, Tom Bateman, Annette Bening"
11589,Brian G. Hutton,"Clint Eastwood, Telly Savalas, Don Rickles"
3558,James Mangold,"Winona Ryder, Angelina Jolie, Clea DuVall"
7340,Brian De Palma,"Sissy Spacek, Piper Laurie, Amy Irving"
599,Billy Wilder,"William Holden, Gloria Swanson, Erich von Stroheim"
1297919,Hadrah Daeng Ratu,"Bryan Domani, Nadya Arina, Dhini Aminarti"
533514,Taichi Ishidate,"Yui Ishikawa, Daisuke Namikawa, Takehito Koyasu"
1026819,Louis Lagayette,"Lily Banda, Alec Newman, Mylène Jampanoï"
82695,Tom Hooper,"Hugh Jackman, Russell Crowe, Anne Hathaway"
1243895,Félix Sabroso,"Michelle Rodríguez, Consuelo Duval, Patricia Maqueo"
214,Darren Lynn Bousman,"Tobin Bell, Shawnee Smith, Angus Macfadyen"
396263,Yasushi Kawamura,"Yuki Kaji, Daisuke Ono, Saori Hayami"
70160,Gary Ross,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth"
51540,Seth Gordon,"Jason Bateman, Charlie Day, Jason Sudeikis"
348350,Ron Howard,"Alden Ehrenreich, Joonas Suotamo, Woody Harrelson"
113899,Nando Cicero,"Lando Buzzanca, Rossana Podestà, Tiberio Murgia"
974961,Richard Gray,"Gabriel Byrne, Thomas Jane, Isaiah Mustafa"
809787,Catherine Hardwicke,"Toni Collette, Monica Bellucci, Sophia Nomvete"
11563,Jackie Chan,"Jackie Chan, Yuen Biao, Wai Pak"
8204,Mark Waters,"Freddie Highmore, Sarah Bolger, David Strathairn"
2034,Antoine Fuqua,"Denzel Washington, Ethan Hawke, Scott Glenn"
1247458,Maite Alberdi,"Elisa Zulueta, Francisca Lewin, Gabriel Urzúa"
4141,Michael Davis,"Clive Owen, Monica Bellucci, Paul Giamatti"
7182,Jim Gillespie,"Agnes Bruckner, Jonathan Jackson, Laura Ramsey"
669444,,"Francis Ginibre, Éric Carrière"
250388,Uwe Boll,"Brendan Fletcher, Lochlyn Munro, Mike Dopud"
588,Christophe Gans,"Radha Mitchell, Sean Bean, Jodelle Ferland"
465595,Park Sun-Uk,"Lee Chae-dam, Sin Seong-hoon, Yoon Se-na"
50698,Stuart Ortiz,"Sean Rogerson, Ashleigh Gryzko, Merwin Mondesir"
197796,Christophe Gans,"Léa Seydoux, Vincent Cassel, André Dussollier"
461130,Jeff Chan,"Robbie Amell, Stephen Amell, Kari Matchett"
747188,Wes Anderson,"Jason Schwartzman, Scarlett Johansson, Tom Hanks"
17689,Clint Eastwood,"Clint Eastwood, Sondra Locke, Pat Hingle"
24831,Joe Dante,"Bradford Dillman, Heather Menzies, Kevin McCarthy"
796185,Martin Bourboulon,"François Civil, Vincent Cassel, Romain Duris"
257512,Kobun Shizuno,"Minami Takayama, Kappei Yamaguchi, Wakana Yamazaki"
959604,Gilles Lellouche,"Adèle Exarchopoulos, François Civil, Mallory Wanecque"
11460,Wes Craven,"Rachel McAdams, Cillian Murphy, Brian Cox"
44741,Salvatore Samperi,"Laura Antonelli, Turi Ferro, Alessandro Momo"
1679,Motoyoshi Oda,"Hiroshi Koizumi, Setsuko Wakayama, Minoru Chiaki"
599281,Castille Landon,"Madison Iseman, Israel Broussard, Katherine Heigl"
1933,Alejandro Amenábar,"Nicole Kidman, Alakina Mann, Fionnula Flanagan"
979,Gaspar Noé,"Monica Bellucci, Vincent Cassel, Albert Dupontel"
71880,Dennis Dugan,"Adam Sandler, Al Pacino, Katie Holmes"
1053544,Richard Holm,"Tuva Novotny, Peter Franzén, Kardo Razzazi"
416494,Scott Speer,"Ross Lynch, Olivia Holt, Harvey Guillén"
724109,Lee Sang-soo,"Seung Ha, Han Yi-seul, Min Do-yoon"
228205,George Tillman Jr.,"Britt Robertson, Scott Eastwood, Alan Alda"
20760,Tony Leondis,"Chris Sanders, Dakota Fanning, Tia Carrere"
11665,Peter Segal,"Steve Carell, Anne Hathaway, Dwayne Johnson"
25539,Sammo Hung Kam-Bo,"Sammo Hung Kam-Bo, Richard Ng Yiu-Hon, Stanley Fung Shui-Fan"
18032,Gábor Csupó,"Dakota Blue Richards, Ioan Gruffudd, Tim Curry"
597891,Cedric Nicolas-Troyan,"Mary Elizabeth Winstead, Miku Martineau, Woody Harrelson"
861,Paul Verhoeven,"Arnold Schwarzenegger, Rachel Ticotin, Sharon Stone"
693158,Eric Demeusy,"Ryan Masson, Highdee Kuan, Christian Prentice"
1124127,James Bamford,"Katherine McNamara, Ian Bohen, Dascha Polanco"
792293,Craig Gillespie,"Paul Dano, Shailene Woodley, America Ferrera"
16729,Sergio Castellitto,"Sergio Castellitto, Claudia Gerini, Penélope Cruz"
211672,Kyle Balda,"Sandra Bullock, Jon Hamm, Michael Keaton"
16808,Kunihiko Yuyama,"Rica Matsumoto, Ikue Otani, Yuji Ueda"
960490,,MEI SAWAI
286538,Geoffrey Orthwein,"Maika Monroe, Matt O'Leary, Arnar Jónsson"
17455,Rick Bota,"Kari Wuhrer, Paul Rhys, Simon Kunz"
1003598,Anthony Russo,"Robert Downey Jr., Pedro Pascal, Vanessa Kirby"
1682,Ishirō Honda,"Akira Takarada, Yuriko Hoshi, Hiroshi Koizumi"
338803,Min Kyu-dong,"Ju Ji-hoon, Kim Kang-woo, Lim Ji-yeon"
353491,Nikolaj Arcel,"Idris Elba, Matthew McConaughey, Tom Taylor"
32579,Patricia Riggen,"Adrian Alonso, Kate del Castillo, Eugenio Derbez"
967941,Jon M. Chu,"Cynthia Erivo, Ariana Grande, Jonathan Bailey"
799876,Graham Moore,"Mark Rylance, Zoey Deutch, Johnny Flynn"
745391,Arvin Chen,"Ashley Liao, Ross Butler, Nico Hiraga"
522681,Adam Robitel,"Taylor Russell, Logan Miller, Jay Ellis"
41436,Tod Williams,"Sprague Grayden, Brian Boland, Molly Ephraim"
50124,Tinto Brass,"Anna Ammirati, Patrick Mower, Max Parodi"
55846,Elliott Lester,"Jason Statham, Paddy Considine, Aidan Gillen"
774752,James Gunn,"Chris Pratt, Dave Bautista, Karen Gillan"
941,Richard Donner,"Mel Gibson, Danny Glover, Gary Busey"
1017633,Alex Pillai,"Sebastian Croft, Charithra Chandran, Tanner Buchanan"
93685,Stephan Brenninkmeijer,"Ellen van der Koogh, Nienke Brinkhuis, Danny de Kok"
9397,Ivan Reitman,"David Duchovny, Julianne Moore, Orlando Jones"
1140066,Boris Kunz,"Kostja Ullmann, Corinna Kirchhoff, Marlene Tanczik"
25748,David Price,"Terence Knox, Paul Scherrer, Ryan Bollman"
10281,John Carl Buechler,"Lar Park Lincoln, Kane Hodder, Terry Kiser"
3597,Jim Gillespie,"Jennifer Love Hewitt, Sarah Michelle Gellar, Freddie Prinze Jr."
1008437,Alan Foreman,"Kimiko Glenn, Luke Youngblood, Natasha Rothwell"
15655,Jun Falkenstein,"Jim Cummings, Nikita Hopkins, Ken Sansom"
474412,Yang Ho-yeol,"Yoo Ji-won, Park Seon-woo, Hanna"
58574,Guy Ritchie,"Robert Downey Jr., Jude Law, Noomi Rapace"
637920,Mehmet Ada Öztekin,"Aras Bulut İynemli, Nisa Sofiya Aksongur, İlker Aksum"
262841,Chris Wedge,"Lucas Till, Jane Levy, Amy Ryan"
62213,Tim Burton,"Johnny Depp, Michelle Pfeiffer, Helena Bonham Carter"
90730,Jesús Franco,"Ajita Wilson, Andrea Guzon, Ursula Buchfellner"
115223,Kunihiko Yuyama,"Rica Matsumoto, Ikue Otani, Aoi Yuki"
762,Terry Jones,"Graham Chapman, John Cleese, Eric Idle"
265195,Damián Szifron,"Ricardo Darín, Leonardo Sbaraglia, Érica Rivas"
1103621,Pat Boonnitipat,"Putthipong Assaratanakul, Usha Seamkhum, Sanya Kunakorn"
339530,Don Michael Paul,"Michael Gross, Jamie Kennedy, Pearl Thusi"
965571,Serikbol Utepbergenov,"Daniyar Alshinov, Sanurzhan Suleymenov, Dasten Shakirov"
17612,Léa Pool,"Piper Perabo, Jessica Paré, Mischa Barton"
11349,J. Lee Thompson,"Gregory Peck, Robert Mitchum, Polly Bergen"
11524,Michael Mann,"James Caan, Tuesday Weld, Robert Prosky"
1006947,Joe Lynch,"Heather Graham, Judah Lewis, Bruce Davison"
591274,Leigh Janiak,"Sadie Sink, Emily Rudd, Ryan Simpkins"
18269,Darrell Rooney,"Scott Wolf, Alyssa Milano, Chazz Palminteri"
708,John Glen,"Timothy Dalton, Maryam d'Abo, Joe Don Baker"
942922,Kyle Marvin,"Lily Tomlin, Jane Fonda, Rita Moreno"
336845,Alex Kalymnios,"Taryn Manning, Raymond Cruz, Katie Sarife"
11247,Mark Rosman,"Hilary Duff, Chad Michael Murray, Jennifer Coolidge"
41233,Jon M. Chu,"Rick Malambri, Adam Sevani, Joe Slaughter"
790462,Gabriela Cowperthwaite,"Ariana DeBose, Chris Messina, John Gallagher Jr."
957304,Ethan Coen,"Margaret Qualley, Geraldine Viswanathan, Beanie Feldstein"
1644,George Sluizer,"Kiefer Sutherland, Jeff Bridges, Nancy Travis"
11471,John Woo,"Ti Lung, Chow Yun-Fat, Leslie Cheung Kwok-Wing"
1161663,Federico Finkielstain,"Juan Cruz Rolla, Laura Casale, Zhongbo Li Zhang"
10222,David Worth,"Jean-Claude Van Damme, Dennis Alexio, Dennis Chan Kwok-San"
507076,Gaspar Noé,"Sofia Boutella, Romain Guillermic, Souheila Yacoub"
407436,Andy Serkis,"Rohan Chand, Christian Bale, Cate Blanchett"
849509,James Bamford,"Shaina West, Mickey Rourke, Katherine McNamara"
9833,Joel Schumacher,"Gerard Butler, Emmy Rossum, Patrick Wilson"
599975,Justin Dec,"Elizabeth Lail, Jordan Calloway, Talitha Eliana Bateman"
1206617,Dallas Jenkins,"Judy Greer, Pete Holmes, Molly Belle Wright"
512895,Charlie Bean,"Tessa Thompson, Justin Theroux, Kiersey Clemons"
41280,Alan Myerson,"Sylvia Kristel, Howard Hesseman, Eric Brown"
43074,Paul Feig,"Kristen Wiig, Melissa McCarthy, Kate McKinnon"
1024773,Bishal Dutta,"Megan Suri, Neeru Bajwa, Mohana Krishnan"
1152504,Bobby Bonifacio,"Stephanie Raz, Millen Gal, Sid Lucero"
1161879,Karim Aïnouz,"Iago Xavier, Nataly Rocha, Fábio Assunção"
2671,Hideo Nakata,"Nanako Matsushima, Hiroyuki Sanada, Rikiya Ôtaka"
1039690,Nadine Crocker,"Willa Fitzgerald, Garrett Hedlund, Mel Gibson"
405817,Jeong Do-soo,"Jin Si-ah, Oh Gil-jae, Ahn So-hee"
36728,Masahiko Murata,"Junko Takeuchi, Chie Nakamura, Kazuhiko Inoue"
36955,James Cameron,"Arnold Schwarzenegger, Jamie Lee Curtis, Tom Arnold"
531428,Céline Sciamma,"Noémie Merlant, Adèle Haenel, Luàna Bajrami"
166,Claude Pinoteau,"Claude Brasseur, Brigitte Fossey, Sophie Marceau"
218043,Vic Armstrong,"Nicolas Cage, Chad Michael Murray, Lea Thompson"
16990,Kazuki Akane,"Maaya Sakamoto, Tomokazu Seki, Mayumi Izuka"
16395,Dario Argento,"Leigh McCloskey, Irene Miracle, Eleonora Giorgi"
1122932,Joaquín Llamas,"Virginia Gardner, Alex Aiono, Eowyn Nyby Krieger"
184,Quentin Tarantino,"Pam Grier, Samuel L. Jackson, Robert De Niro"
501929,Mike Rianda,"Abbi Jacobson, Danny McBride, Maya Rudolph"
8643,Scott Derrickson,"Laura Linney, Tom Wilkinson, Campbell Scott"
177945,Hirokazu Kore-eda,"Masaharu Fukuyama, Machiko Ono, Yoko Maki"
266856,James Marsh,"Eddie Redmayne, Felicity Jones, Charlie Cox"
974036,Jon Gunn,"Hilary Swank, Alan Ritchson, Emily Mitchell"
1154304,Juan Jesús García Galocha,"Mia Pérez Ullod, Jaume Solà, Javier Cassi Gimeno"
76,Richard Linklater,"Ethan Hawke, Julie Delpy, Andrea Eckert"
68724,Neill Blomkamp,"Matt Damon, Jodie Foster, Sharlto Copley"
461053,Tony Giglio,"Adrianne Palicki, Michael Jai White, Ty Olsson"
302946,Gavin O'Connor,"Ben Affleck, Cynthia Addai-Robinson, Anna Kendrick"
335117,Gi Dae-ho,"Song Gi-joon, Son Ga-ram, Jeon Eun-jin"
1053592,Daniel Calparsoro,"Luis Tosar, Inma Cuesta, Roberto Enríquez"
11365,Brian Gilbert,"Stephen Fry, Jude Law, Vanessa Redgrave"
10010,Ben Gluck,"Patrick Dempsey, Mandy Moore, Jeremy Suarez"
88751,Eric Brevig,"Brendan Fraser, Josh Hutcherson, Anita Briem"
15802,Ryū Murakami,"Miho Nikaido, Sayoko Amano, Tenmei Kano"
11690,Newt Arnold,"Jean-Claude Van Damme, Bolo Yeung, Donald Gibb"
410113,Dave Needham,"Asher Bishop, David Tennant, Michelle Gomez"
876792,Yasuhito Kikuchi,"Miho Okasaki, Makoto Furukawa, Megumi Toyoguchi"
267193,Louis Leterrier,"Sacha Baron Cohen, Mark Strong, Isla Fisher"
853,Jean-Jacques Annaud,"Jude Law, Joseph Fiennes, Rachel Weisz"
792,Oliver Stone,"Charlie Sheen, Willem Dafoe, Tom Berenger"
334543,Garth Davis,"Dev Patel, Rooney Mara, David Wenham"
16081,Richard Fleischer,"Rex Harrison, Samantha Eggar, Anthony Newley"
5689,Randal Kleiser,"Brooke Shields, Christopher Atkins, Leo McKern"
299687,J Blakeson,"Chloë Grace Moretz, Nick Robinson, Ron Livingston"
10474,Scott Kalvert,"Leonardo DiCaprio, Mark Wahlberg, James Madio"
24554,Charles Grosvenor,"John Ingle, Alec Medlock, Kenneth Mars"
166706,Hisashi Sugai,"Kenyu Horiuchi, Keiko Han, Yusaku Yara"
325133,Nicholas Stoller,"Seth Rogen, Zac Efron, Rose Byrne"
13448,Ron Howard,"Tom Hanks, Ewan McGregor, Ayelet Zurer"
664413,Barbara Białowąs,"Anna-Maria Sieklucka, Michele Morrone, Bronisław Wrocławski"
2623,Taylor Hackford,"Richard Gere, Debra Winger, Louis Gossett Jr."
378240,Junji Shimizu,"Megumi Ogata, Hikaru Midorikawa, Toshiyuki Morikawa"
393738,Ilias Mylonakos,"Ajita Wilson, Femi Benussi, Monica Nickel"
978035,Ladj Ly,"Anta Diaw, Alexis Manenti, Jeanne Balibar"
873972,Justin Lee,"Phil Burke, Ed Morrone, Ian Ziering"
17809,Gordon Chan,"Jet Li, Shinobu Nakayama, Chin Siu-Ho"
255413,Tatsuyuki Nagai,"Miyu Irino, Ai Kayano, Haruka Tomatsu"
9276,Robert Rodriguez,"Jordana Brewster, Clea DuVall, Laura Harris"
17473,Tommy Wiseau,"Tommy Wiseau, Juliette Danielle, Greg Sestero"
17057,Nicholas Ray,"Humphrey Bogart, Gloria Grahame, Frank Lovejoy"
1161108,Quentin Dupieux,"Léa Seydoux, Louis Garrel, Vincent Lindon"
2277,Chris Columbus,"Robin Williams, Embeth Davidtz, Sam Neill"
1218193,Dani de la Orden,"Emma Vilarasau, Enric Auquer, Maria Rodríguez Soto"
1537,Roger Michell,"Ben Affleck, Samuel L. Jackson, Toni Collette"
1234811,Stephen Herek,"Lindsay Lohan, Ian Harding, Kristin Chenoweth"
869597,Chris Nelson,"Billy Magnussen, Lil Rel Howery, Nina Dobrev"
152603,Jim Jarmusch,"Tilda Swinton, Tom Hiddleston, Anton Yelchin"
1262596,Pancho Maniquis,"Ataska Mercado, Dyessa Garcia, Mhack Morales"
54138,J.J. Abrams,"Chris Pine, Zachary Quinto, Zoe Saldaña"
1072342,Bryce McGuire,"Wyatt Russell, Kerry Condon, Amélie Hoeferle"
1163045,Tope Adebayo,"Femi Adebayo, Lateef Adedimeji, Odunlade Adekola"
337676,Abdellatif Kechiche,"Shaïn Boumedine, Ophélie Bau, Salim Kéchiouche"
422585,Matías Cruz,"Keyros Guillén, Nicolás Saavedra, Aline Küppenheim"
43593,Alexandre Aja,"Elisabeth Shue, Jerry O'Connell, Steven R. McQueen"
39144,Daisuke Nishio,"Masako Nozawa, Hiromi Tsuru, Naoki Tatsuta"
72559,Jon M. Chu,"Dwayne Johnson, Bruce Willis, Jonathan Pryce"
143477,Kan Mukai,"Kumi Taguchi, Tetsuya Chiba, Akiko Mori"
15775,Gil Junger,"Jennifer Love Hewitt, Paul Nicholls, Tom Wilkinson"
15742,György Pálfi,"Csaba Czene, Gergely Trócsányi, Marc Bischoff"
136797,Scott Waugh,"Aaron Paul, Dominic Cooper, Imogen Poots"
1374419,Imogen McCluskey,"Vic Zerbst, Jenna Owen, Gia Carides"
10228,Kunihiko Yuyama,"Rica Matsumoto, Ikue Otani, Mayumi Izuka"
168098,Tod Williams,"John Cusack, Samuel L. Jackson, Isabelle Fuhrman"
8078,Jean-Pierre Jeunet,"Sigourney Weaver, Winona Ryder, Dominique Pinon"
1211307,Osvaldo Benavides,"Osvaldo Benavides, Ludwika Paleta, Marcela Guirado"
1359244,Amy Force,"Ashley Newbrough, Torrance Coombs, Martina Ortiz Luis"
37797,Yoshifumi Kondo,"Yoko Honna, Issey Takahashi, Takashi Tachibana"
3595,Ron Howard,"Mel Gibson, Rene Russo, Gary Sinise"
2469,Pedro Almodóvar,"Victoria Abril, Antonio Banderas, Loles León"
729097,Jeong Do-soo,"Lee Eun-mi, Cheon Yoo-ji, Min Do-yoon"
115782,Joshua Michael Stern,"Ashton Kutcher, Josh Gad, Lukas Haas"
384521,Julius Onah,"Gugu Mbatha-Raw, Daniel Brühl, Chris O'Dowd"
862965,John Patton Ford,"Aubrey Plaza, Theo Rossi, Megalyn Echikunwoke"
11547,Eli Roth,"Rider Strong, Jordan Ladd, Cerina Vincent"
664767,Ethan Spaulding,"Patrick Seitz, Jordan Rodrigues, Jennifer Carpenter"
26662,Kenji Kodama,"Minami Takayama, Kappei Yamaguchi, Wakana Yamazaki"
16085,William Wyler,"Barbra Streisand, Omar Sharif, Kay Medford"
16314,Jon Turteltaub,"Victor Wong, Michael Treanor, Max Elliott Slade"
10495,John G. Avildsen,"Ralph Macchio, Pat Morita, Robyn Lively"
585534,Masanori Watanabe,"Mio Takaki, Junnosuke Saitô, Tsunehiko Watase"
11713,Lo Wei,"Bruce Lee, Nora Miao, Maria Yi"
13767,Michael Lembeck,"Tim Allen, Elizabeth Mitchell, Judge Reinhold"
1297222,Diego Yaker,"Andrea Frigerio, Artur Busquets, Mingo Ràfols"
34544,Joe Carnahan,"Liam Neeson, Bradley Cooper, Jessica Biel"
1911,John McTiernan,"Antonio Banderas, Diane Venora, Dennis Storhøi"
37094,Joel Schumacher,"Michael Douglas, Robert Duvall, Barbara Hershey"
19898,Christian Alvart,"Ben Foster, Dennis Quaid, Cam Gigandet"
11153,Harold Ramis,"Chevy Chase, Beverly D'Angelo, Anthony Michael Hall"
509874,Matt Aselton,"Theo James, Emily Ratajkowski, Fred Melamed"
290271,Naoyuki Ito,"Mayumi Tanaka, Kazuya Nakai, Akemi Okamura"
33196,JK Youn,"Sul Kyung-gu, Ha Ji-won, Park Joong-hoon"
1725,Robert Wise,"Natalie Wood, Richard Beymer, Russ Tamblyn"
2487,Toshiya Fujita,"Meiko Kaji, Toshio Kurosawa, Masaaki Daimon"
56245,Aage Rais-Nordentoft,"Lea Baastrup Rønne, Kristian Halken, Olaf Højgaard"
9475,Martin Brest,"Al Pacino, Chris O'Donnell, James Rebhorn"
70519,Hubert Frank,"Ingeborg Steinbach, Ingrid Steeger, Evelyn Gutking-Bienert"
287649,Yim Pil-sung,"Jung Woo-sung, Esom, Park So-young"
1136736,Konkona Sen Sharma,"Neena Gupta, Mrunal Thakur, Tamannaah Bhatia"
395834,Taylor Sheridan,"Jeremy Renner, Elizabeth Olsen, Gil Birmingham"
804095,Steven Spielberg,"Gabriel LaBelle, Michelle Williams, Paul Dano"
314,Pitof,"Halle Berry, Benjamin Bratt, Sharon Stone"
1118224,Nithilan Saminathan,"Vijay Sethupathi, Anurag Kashyap, Sachana Namidass"
116711,Chris Wedge,"Colin Farrell, Amanda Seyfried, Christoph Waltz"
4148,Sam Mendes,"Leonardo DiCaprio, Kate Winslet, Kathy Bates"
1156255,Danny A. Abeckaser,"Emile Hirsch, Robert Davi, Stefanie Yunger"
59,David Cronenberg,"Viggo Mortensen, Maria Bello, Ed Harris"
811050,Paola Randi,"Monica Bellucci, Zoe Massenti, Fabio De Luigi"
1139698,Basil Alchalakkal,"Raj B Shetty, Chaithra J Achar, Samyukta Hornad"
15136,Corey Yuen,"Shu Qi, Zhao Wei, Karen Mok Man-Wai"
710,Martin Campbell,"Pierce Brosnan, Sean Bean, Izabella Scorupco"
261470,Joaquín Llamas,"Paloma Bloyd, Daniele Liotti, Irene Montalà"
255718,Ezekiel Norton,"Kelly Sheridan, Katie Crown, Mark Oliver"
245913,Jeff Zimbalist,"Kevin de Paula, Leonardo Lima Carvalho, Seu Jorge"
14174,Clement Virgo,"Lauren Lee Smith, Eric Balfour, Polly Shannon"
287590,Keiichi Sato,"Kaito Ishikawa, Ayaka Sasaki, Kenji Akabane"
1364324,Pancho Rodríguez,"Alberto Estrella, Denisse Corona, Pablo Abitia"
1143319,Richard Alan Reid,"Lucy Hale, Grant Gustin, Jane Seymour"
37430,Marcus Nispel,"Jason Momoa, Stephen Lang, Rachel Nichols"
17035,Michael Traeger,"Jeff Bridges, Lauren Graham, Ted Danson"
571055,Daniel Stamm,"Natalie Martinez, Matt Lauria, Christina Leone"
926670,Joe Menendez,"Jace Norman, Sean Ryan Fox, Ella Anderson"
1063881,Valentin Potier,"Camille Razat, Mélanie Robert, Franck Dubosc"
328387,Henry Joost,"Emma Roberts, Dave Franco, Emily Meade"
399055,Guillermo del Toro,"Sally Hawkins, Michael Shannon, Richard Jenkins"
292777,Hajime Hashimoto,"Maiko Amano, Noriko Hamada, Rina Sakuragi"
1367,Sylvester Stallone,"Sylvester Stallone, Talia Shire, Burt Young"
1948,Brian Taylor,"Jason Statham, Amy Smart, Jose Pablo Cantillo"
1137142,Takashi Miike,"Kazuya Kamenashi, Nanao, Riho Yoshioka"
11548,Matthew Robbins,"Hume Cronyn, Jessica Tandy, Frank McRae"
76203,Steve McQueen,"Chiwetel Ejiofor, Michael Fassbender, Lupita Nyong'o"
353577,Vanessa Caswill,"Haley Lu Richardson, Ben Hardy, Rob Delaney"
517116,Scott Beck,"Katie Stevens, Will Brittain, Lauryn McClain"
1151703,Bruce Wemple,"Chris Cimperman, Grant Schumacher, Ariella Mastroianni"
257932,Yuefeng Song,"Shen Dawei, Xu Jiao, Ye Sun"
2978,Ivan Reitman,"Bill Murray, Dan Aykroyd, Sigourney Weaver"
73,Tony Kaye,"Edward Norton, Edward Furlong, Beverly D'Angelo"
16889,Joe Roth,"Robert Carradine, Larry B. Scott, Timothy Busfield"
9021,Michael Lembeck,"Tim Allen, Judge Reinhold, Wendy Crewson"
794,Richard Donner,"Gregory Peck, Lee Remick, David Warner"
326,David R. Ellis,"Samuel L. Jackson, Julianna Margulies, Nathan Phillips"
302699,Rawson Marshall Thurber,"Dwayne Johnson, Kevin Hart, Amy Ryan"
449503,Peter Malota,"Jean-Claude Van Damme, Autumn Reeser, Peter Stormare"
4638,Edgar Wright,"Simon Pegg, Nick Frost, Jim Broadbent"
939345,,Peter Cullen
10065,Andrew Douglas,"Ryan Reynolds, Melissa George, Jesse James"
49047,Alfonso Cuarón,"Sandra Bullock, George Clooney, Ed Harris"
714,Roger Spottiswoode,"Pierce Brosnan, Jonathan Pryce, Michelle Yeoh"
15105,Jeff Balis,"Alanna Ubach, Tania Raymonde, Adam Carolla"
326446,David Whelan,"Noe Montes, J.C. Carlos, Lawrence Moss"
667520,Tomotaka Shibayama,"Mirai Shida, Natsuki Hanae, Koichi Yamadera"
115874,Carles Porta,"Rachel Hurd-Wood, Andrés Batista, Sergi López"
1923,David Lynch,"Sheryl Lee, Ray Wise, Mädchen Amick"
816,Jay Roach,"Mike Myers, Elizabeth Hurley, Michael York"
11954,Tobe Hooper,"Steve Railsback, Peter Firth, Frank Finlay"
80184,Andrés Baiz,"Quim Gutiérrez, Martina García, Clara Lago"
1369595,Daniel Posada,"Julián Román, Juana Acosta, Christian Tappán"
587807,Tim Story,"Chloë Grace Moretz, Michael Peña, Colin Jost"
853387,William Brent Bell,"Tuppence Middleton, Ralph Ineson, Matt Stokoe"
152599,James Gray,"Marion Cotillard, Joaquin Phoenix, Jeremy Renner"
