movie_ID,director,top_actors
1452,Bryan Singer,"Brandon Routh, Kate Bosworth, Kevin Spacey"
1370597,Hugo Macgregor,
10044,Sammo Hung Kam-Bo,"Sammo Hung Kam-Bo, Jackie Chan, Yuen Biao"
82693,David O. Russell,"Bradley Cooper, Jennifer Lawrence, Robert De Niro"
2310,Robert Zemeckis,"Ray Winstone, Angelina Jolie, Anthony Hopkins"
726759,Jon S. Baird,"Taron Egerton, Nikita Efremov, Sofia Lebedeva"
24589,Ronnie del Carmen,"Bob Peterson, Delroy Lindo, Jerome Ranft"
8292,John Singleton,"Mark Wahlberg, Tyrese Gibson, André 3000"
409502,Brian Baugh,"Masey McLain, Mark Daugherty, Jennifer O'Neill"
76025,Steve McQueen,"Michael Fassbender, Carey Mulligan, James Badge Dale"
560050,Glen Keane,"Cathy Ang, Phillipa Soo, Robert G. Chiu"
986070,Suzanne Coote,"Lulu Wilson, Seann William Scott, Denise Burse"
28324,Joe D'Amato,"Laura Gemser, Gabriele Tinti, Nieves Navarro"
42012,Corey Yuen,"Loren Avedon, Cynthia Rothrock, Max Thayer"
1384666,Clive Christopher,"Clive Christopher, Steven Campbell"
11393,Barry Levinson,"Robert Redford, Robert Duvall, Glenn Close"
4929,Ted Post,"Clint Eastwood, Inger Stevens, Ed Begley"
1285947,Thanvimon Onpapril,"Sulax Siriphattharapong, Kanchanisara Noiphan, Sekphon Suphanthanaphong"
46738,Denis Villeneuve,"Lubna Azabal, Mélissa Désormeaux-Poulin, Maxim Gaudette"
766,Sam Raimi,"Bruce Campbell, Embeth Davidtz, Marcus Gilbert"
928270,Ernie Barbarash,"Kat Graham, Merritt Patterson, Sebastian Roché"
37024,Shuuji Iuchi,"Kappei Yamaguchi, Megumi Hayashibara, Noriko Hidaka"
11617,John Ford,"John Wayne, Maureen O'Hara, Ben Johnson"
591275,Leigh Janiak,"Kiana Madeira, Benjamin Flores Jr., Olivia Scott Welch"
410118,Henrik Martin Dahlsbakken,"Heidi Toini, Mads Sjøgård Pettersen, Benjamin Helstad"
98008,Tinto Brass,"Anita Sanders, Terry Carter, Nino Segurini"
13459,William Lau,"Kelly Sheridan, Morwenna Banks, Melissa Lyons"
9745,Troy Miller,"Michael Keaton, Kelly Preston, Mark Addy"
15916,Mamoru Oshii,"Keiichi Noda, Mako Hyodo, Jinpachi Nezu"
707,John Glen,"Roger Moore, Tanya Roberts, Christopher Walken"
301365,Nicolas Winding Refn,"Elle Fanning, Karl Glusman, Jena Malone"
2288,Mike Nichols,"Jude Law, Natalie Portman, Julia Roberts"
460793,Stevie Wermers-Skelton,"Josh Gad, Kristen Bell, Idina Menzel"
1129608,Venkat Prabhu,"Vijay, Prashanth, Prabhu Deva"
11590,George Roy Hill,"Paul Newman, Strother Martin, Michael Ontkean"
1136418,Dhanush,"Dhanush, Dushara Vijayan, Sundeep Kishan"
11425,Dean Cundey,"Rick Moranis, Bug Hall, Allison Mack"
1966,Oliver Stone,"Colin Farrell, Angelina Jolie, Val Kilmer"
521034,Marc Munden,"Dixie Egerickx, Tommy Gene Surridge, Colin Firth"
524216,Ryan Spindell,"Clancy Brown, Caitlin Custer, Sarah Hay"
403119,Johannes Roberts,"Mandy Moore, Claire Holt, Matthew Modine"
1382406,Cheng Siyi,"Tony Jaa, Eason Hung, Xing Yu"
340676,Olivier Assayas,"Kristen Stewart, Lars Eidinger, Sigrid Bouaziz"
11413,Mitch Rouse,"Matt Dillon, Steve Zahn, Christina Applegate"
830,Fred M. Wilcox,"Walter Pidgeon, Anne Francis, Leslie Nielsen"
15384,John Woo,"Tony Leung Chiu-Wai, Takeshi Kaneshiro, Zhang Fengyi"
1630,Miloš Forman,"Woody Harrelson, Courtney Love, Edward Norton"
431803,Tetsuro Araki,"Tasuku Hatanaka, Sayaka Senbongi, Maaya Uchida"
1029549,Veronica Rodriguez,"Darby Camp, Emmy Liu-Wang, Alex Cooper Cohen"
25694,Norman Z. McLeod,"Charlotte Henry, Richard Arlen, Roscoe Ates"
6279,Bill Duke,"Whoopi Goldberg, Kathy Najimy, Lauryn Hill"
17334,James Dodson,"Jesse Metcalfe, Shriya Saran, Austin Basis"
241554,Jaume Collet-Serra,"Liam Neeson, Joel Kinnaman, Ed Harris"
264729,Nacho G. Velilla,"Yon González, Julián López, Blanca Suárez"
18198,Conrad Helten,"Chiara Zanni, Tabitha St. Germain, Kathleen Barr"
10054,Robert Rodriguez,"Alexa PenaVega, Daryl Sabara, Antonio Banderas"
409,Anthony Minghella,"Ralph Fiennes, Juliette Binoche, Willem Dafoe"
37141,Guy Ferland,"Alicia Silverstone, Jeremy London, J.T. Walsh"
10529,Howard McCain,"Jim Caviezel, Sophia Myles, Jack Huston"
441701,Paco Plaza,"Sandra Escacena, Bruna González, Claudia Placer"
9595,Jim Abrahams,"Charlie Sheen, Cary Elwes, Valeria Golino"
40706,Keith Alcorn,"Debi Derryberry, Tara Strong, Megan Cavanagh"
44912,Martin Campbell,"Ryan Reynolds, Blake Lively, Peter Sarsgaard"
6072,Kevin Reynolds,"Samuel L. Jackson, John Heard, Kelly Rowan"
1066383,Mike D. Ware,"Kara Royster, Pedro Correa, Cassie Scerbo"
4476,Edward Zwick,"Brad Pitt, Anthony Hopkins, Aidan Quinn"
1146143,Brandon Christensen,"Alyson Gorske, Angel Prater, Kio Cyr"
1056380,Caye Casas,"David Pareja, Estefanía de los Santos, Josep Maria Riera"
284,Billy Wilder,"Jack Lemmon, Shirley MacLaine, Fred MacMurray"
13027,D.J. Caruso,"Shia LaBeouf, Michelle Monaghan, Rosario Dawson"
426543,Lasse Hallström,"Mackenzie Foy, Jayden Fowora-Knight, Tom Sweet"
244458,Marjane Satrapi,"Ryan Reynolds, Gemma Arterton, Anna Kendrick"
146216,Dean Parisot,"Bruce Willis, John Malkovich, Mary-Louise Parker"
462,Steven Soderbergh,"Julia Roberts, Albert Finney, Aaron Eckhart"
227783,Peter Lepeniotis,"Will Arnett, Brendan Fraser, Liam Neeson"
15301,John Landis,"Dan Aykroyd, Albert Brooks, Scatman Crothers"
11977,Harold Ramis,"Chevy Chase, Rodney Dangerfield, Ted Knight"
837335,Alice Rohrwacher,"Josh O'Connor, Carol Duarte, Alba Rohrwacher"
260550,Kyung Seokho,"Jung Myung-seo, Yoo Da-eun, Hee-jeong"
1015303,Rebekah McKendry,"Gino Anania, Verity Marks, Alec Carlos"
10380,Simon Wells,"Phillip Glasser, James Stewart, Erica Yohn"
137116,Kelly Asbury,"Demi Lovato, Rainn Wilson, Joe Manganiello"
1318198,,"Anju Inami, Shuka Saito, Rikako Aida"
15239,Lloyd Kaufman,"Andree Maranda, Mitch Cohen, Jennifer Prichard"
245,Paul Weitz,"Hugh Grant, Nicholas Hoult, Toni Collette"
19,Fritz Lang,"Gustav Fröhlich, Brigitte Helm, Alfred Abel"
168138,David Pastor,"Quim Gutiérrez, Jose Coronado, Marta Etura"
1217343,Dave Meyers,"Jennifer Lopez, Ben Affleck, Idaliz Christian"
37686,J.J. Abrams,"Joel Courtney, Elle Fanning, Riley Griffiths"
329833,Ben Stiller,"Ben Stiller, Owen Wilson, Will Ferrell"
157832,John Michael McDonagh,"Brendan Gleeson, Chris O'Dowd, Kelly Reilly"
10226,Alexandre Aja,"Cécile de France, Maïwenn, Philippe Nahon"
477449,Naoyuki Ito,"Satoshi Hino, Yumi Hara, Sumire Uesaka"
1065963,Jang Min-joon,"Kim Young-min, Kwon So-hyun, Kwon So-hyun"
950075,MC Jithin,"Nazriya Nazim Fahadh, Basil Joseph, Sidharth Bharathan"
414420,Gi Dae-ho,"Han Seol-hwa, Park Hyun-jung, Kim Jin-seo"
48579,Lucio Fulci,"Edwige Fenech, Raf Luca, Giancarlo Dettori"
351819,Michael Tiddes,"Marlon Wayans, Kali Hawk, Fred Willard"
11535,John McTiernan,"Chris Klein, LL Cool J, Rebecca Romijn"
990485,Lawrence Fajardo,"Christine Bermas, Mark Anthony Fernandez, Gold Aceron"
841755,Ethan Spaulding,"Jordan Rodrigues, Jennifer Carpenter, Joel McHale"
438590,Oliver Daly,"Alex Neustaedter, Becky G, Alex MacNicoll"
34672,Robert Vince,"Abigail Breslin, Makenzie Vega, Irene Olga López"
440021,Christopher Landon,"Jessica Rothe, Israel Broussard, Ruby Modine"
52449,Jake Kasdan,"Cameron Diaz, Jason Segel, Justin Timberlake"
763144,Terry Loane,"Pierce Brosnan, Clémence Poésy, John Amos"
2163,Jonathan Mostow,"Kurt Russell, J.T. Walsh, Kathleen Quinlan"
15300,Kenny Ortega,"Christian Bale, Bill Pullman, Ann-Margret"
24575,Jerry Jameson,"Jason Robards, Richard Jordan, David Selby"
510938,Tosca Musk,"Nick Bateman, Caitlin Carver, Tyler Johnson"
25189,Barbra Streisand,"Barbra Streisand, Jeff Bridges, Lauren Bacall"
760204,Neil Marshall,"Charlotte Kirk, Jonathan Howard, Jamie Bamber"
975902,Jesse V. Johnson,"Olga Kurylenko, Peter Franzén, Clive Standen"
15588,Michel Hazanavicius,"Jean Dujardin, Louise Monot, Alex Lutz"
639838,Damián Romay,"Kristina Klebe, Tanner Buchanan, Sebastian Cabanas"
134411,Ric Roman Waugh,"Dwayne Johnson, Barry Pepper, Susan Sarandon"
76726,Josh Trank,"Dane DeHaan, Alex Russell, Michael B. Jordan"
488623,Jang Hang-jun,"Kang Ha-neul, Kim Moo-yul, Moon Sung-keun"
12279,Robert Rodriguez,"Daryl Sabara, Ricardo Montalban, Alexa PenaVega"
25074,Jackie Chan,"Jackie Chan, Anita Mui Yim-Fong, Gua Ah-leh"
17247,Carlos Reygadas,"Marcos Hernández, Anapola Mushkadiz, Bertha Ruiz"
1188456,Junichi Ishikawa,"Shotaro Mamiya, Jiro Sato, Rina Kawaei"
888,Brian Levant,"John Goodman, Elizabeth Perkins, Rick Moranis"
257648,Jacob Cheung,"Fan Bingbing, Huang Xiaoming, Vincent Zhao Wenzhuo"
1026880,Louise Archambault,"Sophie Nélisse, Dougray Scott, Andrzej Seweryn"
239571,Michael Hoffman,"Michelle Monaghan, James Marsden, Luke Bracey"
11465,Jim McBride,"Dennis Quaid, Winona Ryder, John Doe"
10437,Brian Henson,"Michael Caine, Dave Goelz, Steve Whitmire"
709,John Glen,"Timothy Dalton, Carey Lowell, Robert Davi"
1552,Ron Howard,"Steve Martin, Mary Steenburgen, Dianne Wiest"
979097,Michel Franco,"Jessica Chastain, Peter Sarsgaard, Merritt Wever"
523773,Donald Petrie,"Emma Roberts, Hayden Christensen, Alyssa Milano"
1596,Michelle MacLaren,"Jeremy Sisto, Charlotte Sullivan, Fred Durst"
602302,Seo Yu-min,"Seo Yea-ji, Kim Kang-woo, Sung Hyuk"
12599,Kunihiko Yuyama,"Rica Matsumoto, Ikue Otani, Mayumi Izuka"
1262523,King Wolf,"Jem Milton, Jax Ville, Joshie Ocfemia"
925907,,Hikaru Utada
11562,Woody Allen,"Woody Allen, Martin Landau, Mia Farrow"
1032472,Baltasar Kormákur,"Egill Ólafsson, Kōki, Pálmi Kormákur Baltasarsson"
42194,Dwight H. Little,"Jonathan Patrick Foo, Kelly Overton, Cary-Hiroyuki Tagawa"
11797,Tom Holland,"Chris Sarandon, William Ragsdale, Amanda Bearse"
676727,Pierre-Luc Granjon,"Stephen Fry, Daisy Ridley, Marion Cotillard"
3176,Kinji Fukasaku,"Tatsuya Fujiwara, Aki Maeda, Takeshi Kitano"
864692,Siddharth Anand,"Shah Rukh Khan, Deepika Padukone, John Abraham"
17264,Carroll Ballard,"Kelly Reno, Mickey Rooney, Teri Garr"
1075536,Albert Langitan,"Azi Acosta, Alona Navarro, John Rhey Flores"
25682,Cedric Sundstrom,"David Bradley, Steve James, Marjoe Gortner"
1205036,Topel Lee,"Angelica Hart, Josef Elizalde, Fabio Ide"
257,Roman Polanski,"Barney Clark, Ben Kingsley, Jamie Foreman"
248,Frank Capra,"Glenn Ford, Bette Davis, Hope Lange"
40971,Ernst Hofbauer,"Puppa Armbruster, Gerd Arnau, Ini Assmann"
283445,Ciarán Foy,"James Ransone, Shannyn Sossamon, Robert Daniel Sloan"
829799,Chuck Russell,"John Travolta, Bruce Willis, Blake Jenner"
4643,Andrew Davis,"Kevin Costner, Ashton Kutcher, Sela Ward"
21385,Donovan Cook,"Wayne Allwine, Tony Anselmo, Bill Farmer"
1355136,,
1280468,Joel Lamangan,"Ataska Mercado, Marlon Marcia, Cariz Manzano"
55721,Paul Feig,"Kristen Wiig, Maya Rudolph, Rose Byrne"
118412,Toshiyuki Kubooka,"Hiroaki Iwanaga, Takahiro Sakurai, Toa Yukinari"
13333,Robert Clouse,"Bruce Lee, Gig Young, Dean Jagger"
674324,Martin McDonagh,"Colin Farrell, Brendan Gleeson, Kerry Condon"
594188,Yoshiyuki Momose,"Kento Yamazaki, Mackenyu, Mei Nagano"
504148,Gia Skova,"Gia Skova, Travis Aaron Wade, Nigel Vonas"
34067,Kunihiko Yuyama,"Rica Matsumoto, Ikue Otani, Yuji Ueda"
15613,Rob Lieberman,"D. B. Sweeney, Robert Patrick, Craig Sheffer"
724106,Choi Jin-chul,"Seung Ha, Seo Bo-ra, Si Hoo"
121734,Enrique Gato,"Óscar Barberán, Michelle Jenner, José Mota"
1265517,Luciano Montes de Oca,"Greg Lucey, Dan Bronchinson, John C. Forman"
331781,Asif Kapadia,"Amy Winehouse, Mark Ronson, Tony Bennett"
15015,Owen Hurley,"Kelly Sheridan, Anjelica Huston, Cree Summer"
4032,Howard Zieff,"Macaulay Culkin, Anna Chlumsky, Dan Aykroyd"
204553,Kim Byung-seo,"Jung Woo-sung, Sul Kyung-gu, Han Hyo-joo"
10623,Andrzej Bartkowiak,"Jet Li, DMX, Kelly Hu"
2453,Simon Wincer,"Mickey Rourke, Don Johnson, Chelsea Field"
610892,Taichi Ishidate,"Yui Ishikawa, Minako Kotobuki, Aoi Yuki"
11199,Walt Becker,"Tim Allen, John Travolta, Martin Lawrence"
1015724,Audie Harrison,"Frank Welker, Grey DeLisle, Matthew Lillard"
2619,Ron Howard,"Tom Hanks, Daryl Hannah, Eugene Levy"
1287850,John Adams,"Toby Poser, John Adams, Max Portman"
788929,Valdimar Jóhannsson,"Noomi Rapace, Hilmir Snær Guðnason, Björn Hlynur Haraldsson"
681,Guy Hamilton,"Sean Connery, Jill St. John, Charles Gray"
83088,Masayuki Akehi,"Toru Furuya, Hirotaka Suzuoki, Koichi Hashimoto"
97,Steven Lisberger,"Jeff Bridges, Bruce Boxleitner, David Warner"
824,Baz Luhrmann,"Nicole Kidman, Ewan McGregor, John Leguizamo"
26593,Howard Hawks,"John Wayne, Jorge Rivero, Jennifer O'Neill"
426,Alfred Hitchcock,"James Stewart, Kim Novak, Barbara Bel Geddes"
15120,Dick Lowry,"Jackie Gleason, Paul Williams, Pat McCormick"
336560,A.B. Stone,"Yancy Butler, Corin Nemec, Skye Lourie"
858,Nora Ephron,"Meg Ryan, Tom Hanks, Ross Malinger"
463257,Tyler Nilson,"Shia LaBeouf, Zack Gottsagen, Dakota Johnson"
413052,Akan Satayev,"Callan McAuliffe, Lorraine Nicholson, Daniel Eric Gold"
540901,Lorene Scafaria,"Constance Wu, Jennifer Lopez, Julia Stiles"
13223,Clint Eastwood,"Clint Eastwood, Christopher Carley, Bee Vang"
9488,Robert Rodriguez,"Alexa PenaVega, Daryl Sabara, Antonio Banderas"
13888,William A. Graham,"Milla Jovovich, Brian Krause, Lisa Pelikan"
1257501,Emma Delaveau,"Alexandra Malzac, Gloria Osuwu, Clément Frediani"
560238,Sung Gi-man,"Yoo Sul-young, Jin Joo, Kang Min-woo"
668742,Santiago Segura,"Santiago Segura, Toni Acosta, Martina D’Antiochia"
373879,Konosuke Uda,"Mayumi Tanaka, Kazuya Nakai, Akemi Okamura"
341012,Akiva Schaffer,"Andy Samberg, Jorma Taccone, Akiva Schaffer"
9042,Bruce Hunt,"Cole Hauser, Lena Headey, Morris Chestnut"
856273,Nicolás Onetti,"Camilo Levigne, Hugo Quiril, Raymond E. Lee"
152760,George Clooney,"George Clooney, Matt Damon, Bill Murray"
1302631,Christian Luna,Diego Alejandro Sierra
667739,Patrick Hughes,"Kevin Hart, Woody Harrelson, Kaley Cuoco"
1354550,,Hikaru Utada
799710,Kim Bong-han,"Park Sung-woong, Oh Dae-hwan, Oh Dal-su"
3981,Nancy Meyers,"Mel Gibson, Helen Hunt, Marisa Tomei"
15856,William Castle,"Vincent Price, Carol Ohmart, Richard Long"
211954,Eugenio Derbez,"Eugenio Derbez, Loreto Peralta, Jessica Lindsey"
11429,Brian Yuzna,"Jeffrey Combs, Jason Barry, Elsa Pataky"
247849,Pavel Hoodyakov,"Pyotr Fyodorov, Fyodor Bondarchuk, Snoop Dogg"
634429,Shinji Higuchi,"Takumi Saitoh, Masami Nagasawa, Hidetoshi Nishijima"
157824,Larry Clark,"Lukas Ionesco, Diane Rouxel, Théo Cholbi"
14069,Mamoru Hosoda,"Riisa Naka, Takuya Ishida, Mitsutaka Itakura"
180147,Gary Alazraki,"Gonzalo Vega, Luis Gerardo Méndez, Karla Souza"
149871,Isao Takahata,"Aki Asakura, Takeo Chii, Nobuko Miyamoto"
11521,Jodie Foster,"Jodie Foster, Dianne Wiest, Adam Hann-Byrd"
227719,Dean Israelite,"Jonny Weston, Sofia Black-D'Elia, Sam Lerner"
245703,Jeff Nichols,"Michael Shannon, Jaeden Martell, Joel Edgerton"
178809,Jeff Renfroe,"Kevin Zegers, Laurence Fishburne, Bill Paxton"
10393,Howard Deutch,"Keanu Reeves, Gene Hackman, Brooke Langton"
157,Leonard Nimoy,"William Shatner, DeForest Kelley, James Doohan"
258750,Kurando Mitsutake,"Asami, Kairi Narita, Noriaki Kamata"
506680,Harold Cronk,"Samuel Hunt, Merritt Patterson, Bob Gunton"
417644,Dax Shepard,"Michael Peña, Dax Shepard, Jessica McNamee"
975120,Santiago Segura,"Santiago Segura, Toni Acosta, Martina D’Antiochia"
157375,Liz W. Garcia,"Kristen Bell, Mamie Gummer, Martin Starr"
602296,Park Sang-hyeon,"Shin Hye-sun, Bae Jong-ok, Heo Joon-ho"
103663,Thomas Vinterberg,"Mads Mikkelsen, Thomas Bo Larsen, Annika Wedderkopp"
19576,Junji Shimizu,"Mayumi Tanaka, Kazuya Nakai, Akemi Okamura"
13460,Neil Marshall,"Rhona Mitra, Bob Hoskins, Adrian Lester"
9315,Robert Schwentke,"Jodie Foster, Peter Sarsgaard, Erika Christensen"
1136347,Francesco Gabriele,"Danielle Scott, Kelly Rian Sanson, Charlotte Coleman"
914,Charlie Chaplin,"Charlie Chaplin, Paulette Goddard, Jack Oakie"
23047,Dominic Sena,"Nicolas Cage, Ron Perlman, Ulrich Thomsen"
1085434,Signe Birkova,"Severija Janušauskaitė, Baiba Broka, Vilis Daudziņš"
10957,Ted Berman,"Grant Bardsley, Susan Sheridan, John Byner"
755566,J.J. Perry,"Jamie Foxx, Dave Franco, Natasha Liu Bordizzo"
1033219,Noah Luke,"Michael Paré, Erin Coker, Jack Pearson"
50724,Ricardo de Montreuil,"Bárbara Mori, Manolo Cardona, Christian Meier"
51482,Tetsuro Araki,"Mamoru Miyano, Shido Nakamura, Kappei Yamaguchi"
14813,Burny Mattinson,"Alan Young, Wayne Allwine, Clarence Nash"
872542,Grant S. Johnson,"Mel Gibson, Dermot Mulroney, Adan Canto"
11348,Jaume Balagueró,"Calista Flockhart, Richard Roxburgh, Elena Anaya"
12162,Kathryn Bigelow,"Jeremy Renner, Anthony Mackie, Brian Geraghty"
25557,Stuart Orme,"Donald Sutherland, Eric Thal, Julie Warner"
10156,Mel Brooks,"Mel Brooks, Dom DeLuise, Madeline Kahn"
622,Roman Polanski,"Johnny Depp, Frank Langella, Lena Olin"
941819,Jo Tae-ho,"Kim Hee-jeong, Jin Joo, Kim Ji-yeon"
563710,Damien O'Connor,"Lucy O'Connell, Ruth Negga, Brian Gleeson"
712,Mike Newell,"Hugh Grant, Andie MacDowell, Kristin Scott Thomas"
38410,John Erick Dowdle,"Stacy Chbosky, Ben Messmer, Lou George"
258936,Kim Sung-hong,"Kim Chang-wan, Bae So-eun, Seo Gun-woo"
16632,Shin Jai-ho,"Ha Ji-won, Kim Jae-won, Jin Tae-hyeon"
86130,Bradley Raymond,"Megan Hilty, Brenda Song, Jason Dolley"
614939,Nicholas Stoller,"Billy Eichner, Luke Macfarlane, Guy Branum"
1016126,Jung Seung-ho,"Im Tae-mok, Lee Chae-dam, Ye Ri"
600881,Sebastián Schindel,"Joaquín Furriel, Martina Gusmán, Luciano Cáceres"
254024,Michael Winterbottom,"Daniel Brühl, Kate Beckinsale, Cara Delevingne"
1305928,Alexandre Alonso,
515248,Jennifer Kaytin Robinson,"Gina Rodriguez, Brittany Snow, DeWanda Wise"
24920,Lucio Fulci,"Christopher George, Catriona MacColl, Carlo De Mejo"
50727,Kim Dae-woo,"Kim Joo-hyuk, Cho Yeo-jeong, Ryoo Seung-bum"
5955,Sean Penn,"Jack Nicholson, Helen Mirren, Aaron Eckhart"
83899,Adam Wingard,"Sharni Vinson, Nicholas Tucci, Wendy Glenn"
401200,Thomas Vinterberg,"Matthias Schoenaerts, Léa Seydoux, Peter Simonischek"
10220,John Dahl,"Matt Damon, Edward Norton, John Turturro"
11806,Brian Levant,"Charles Grodin, Chris, Bonnie Hunt"
185665,Hidehiro Ito,"Junko Mabuki, Yumi Hayakawa, Rika Takahara"
1130410,Arthur Môlard,"Guillaume Pottier, Melodie Simina, Claire Patronikn"
160642,Kōzō Kusuba,"Wasabi Mizuta, Megumi Oohara, Yumi Kakazu"
15184,Mike Barker,"Helen Hunt, Scarlett Johansson, Milena Vukotić"
69733,Aurelio Grimaldi,"Loredana Cannata, Arturo Paglia, Pascal Persiano"
374052,Anna Biller,"Samantha Robinson, Gian Keys, Laura Waddell"
535167,Frant Gwo,"Qu Chuxiao, Li Guangjie, Zhao Jinmai"
1371768,Lu Ruiqi,"钟云曦, 戴燕丽, 陈梵"
9322,Luc Besson,"Anne Parillaud, Jean-Hugues Anglade, Tchéky Karyo"
258363,Jonás Cuarón,"Gael García Bernal, Jeffrey Dean Morgan, Diego Cataño"
870096,Lin Zhenzhao,"He Shengming, Mi Luo, Michelle Ye Xuan"
511322,Bill Condon,"Helen Mirren, Ian McKellen, Russell Tovey"
45288,Hitoshi Nanba,"Keiji Fujiwara, Wataru Takagi, Masahiko Tanaka"
11850,Philip Kaufman,"Donald Sutherland, Brooke Adams, Leonard Nimoy"
9100,Andrew Fleming,"Robin Tunney, Fairuza Balk, Neve Campbell"
11597,Barry Levinson,"Robin Williams, Joan Cusack, Michael Gambon"
800787,Zach Braff,"Florence Pugh, Morgan Freeman, Molly Shannon"
37247,Mike Nichols,"Anne Bancroft, Dustin Hoffman, Katharine Ross"
395000,Kim Hyo-jae,"Park Cho-hyeon, Ah Ri, Ho Yeong"
1164,Alejandro González Iñárritu,"Brad Pitt, Cate Blanchett, Gael García Bernal"
759175,Le Van Kiet,"Joey King, Dominic Cooper, Olga Kurylenko"
795607,Amp Wong,"Tang Xiaoxi, Zhang Fuzheng, Wei Chao"
763164,Edward Drake,"Neal McDonough, Bruce Willis, Corey Large"
3050,Betty Thomas,"Eddie Murphy, Ossie Davis, Oliver Platt"
20048,P.J. Hogan,"Isla Fisher, Hugh Dancy, Krysten Ritter"
270771,Tom Hammock,"Haley Lu Richardson, Booboo Stewart, Max Charles"
1042216,Vuk Lungulov-Klotz,"Lio Mehiel, Cole Doman, MiMi Ryder"
9480,Mark Steven Johnson,"Ben Affleck, Jennifer Garner, Colin Farrell"
25087,Alan Mehrez,"Daniel Bernhardt, Pat Morita, Donald Gibb"
16460,Mark A.Z. Dippé,"Frank Welker, Rajia Baroudi, Gregg Berger"
323272,Alex Kendrick,"Karen Abercrombie, Priscilla C. Shirer, T.C. Stallings"
1216452,Maxime Govare,"Audrey Lamy, Fabrice Eboué, Anouk Grinberg"
67395,Andy Sidaris,"Julie Strain, Rodrigo Obregón, Julie K. Smith"
16391,Michael Powell,"Deborah Kerr, David Farrar, Flora Robson"
782,Andrew Niccol,"Ethan Hawke, Uma Thurman, Jude Law"
158611,Bruno Mattei,"Laura Gemser, Marina Hedman, Anna Manduchi"
1226301,Law Fajardo,"Angela Morena, Josef Elizalde, VR Relosa"
13690,Matthew O'Callaghan,"Joel McHale, Mike Epps, Cody Cameron"
11937,Jamie Uys,"N!xau, Lena Farugia, Hans Strydom"
14405,Raja Gosnell,"Drew Barrymore, Piper Perabo, Andy García"
5602,Yves Boisset,"Jean Carmet, Pascale Roberts, Jean-Pierre Marielle"
7347,José Padilha,"Wagner Moura, André Ramiro, Caio Junqueira"
1369082,Théodore Tomasz,"Lou-Andréas Robert, Léo Siminot, Édith Baldy"
16614,Greg Mottola,"Jesse Eisenberg, Kristen Stewart, Martin Starr"
17169,Buddy Van Horn,"Clint Eastwood, Sondra Locke, Geoffrey Lewis"
15582,Christopher Leitch,"Jason Bateman, Kim Darby, John Astin"
11601,David Koepp,"Kevin Bacon, Kathryn Erbe, Illeana Douglas"
332672,Antoinette Beumer,"Loes Haverkort, Mark van Eeuwen, Peter Paul Muller"
842945,Herbert James Winterstern,"Skeet Ulrich, Anne Heche, Daniel Diemer"
897192,Luke Cormican,"Brady Noon, Ethan William Childress, Hunter Dillon"
123025,Jay Oliva,"Peter Weller, Ariel Winter, David Selby"
978102,Ceylan Beyoğlu,Lisa-Marie Ramm
329440,Jason Zada,"Natalie Dormer, Eoin Macken, Stephanie Vogt"
251519,Ethan Spaulding,"Jason O'Mara, Stuart Allan, Thomas Gibson"
25961,Kunihiko Yuyama,"Rica Matsumoto, Ikue Otani, Yuji Ueda"
518596,Fedor Dmitriev,"Konstantin Khabenskiy, Yekaterina Gorokhovskaya, Aleksandr Bykovsky"
16382,Roberto Sneider,"Ana Claudia Talancón, Daniel Giménez Cacho, José María de Tavira"
33273,Daniel Monzón,"Luis Tosar, Alberto Ammann, Antonio Resines"
936117,Adrian Goiginger,"Simon Morzé, Karl Markovics, Pit Bukowski"
36670,Irvin Kershner,"Sean Connery, Klaus Maria Brandauer, Max von Sydow"
156965,Stacie Passon,"Robin Weigert, Maggie Siff, Johnathan Tchaikovsky"
894205,Michael Giacchino,"Gael García Bernal, Laura Donnelly, Harriet Sansom Harris"
512025,Patrick Brice,"Sydney Park, Théodore Pellerin, Asjha Cooper"
165864,Duane Journey,"Molly C. Quinn, Michael Welch, Lara Flynn Boyle"
920258,Joe Lujan,"Corey Taylor, Destiny Salas, Lindsey Cruz"
16313,Sophon Sakdaphisit,"Vorakarn Rojjanavatchra, Chantavit Dhanasevi, Sarinrat Thomas"
594634,Tim Trachte,"Luna Wedler, Jannik Schümann, Luise Befort"
15511,Mike Nawrocki,"Phil Vischer, Mike Nawrocki, Cam Clarke"
2661,Leslie H. Martinson,"Adam West, Burt Ward, Lee Meriwether"
338,Wolfgang Becker,"Daniel Brühl, Katrin Sass, Chulpan Khamatova"
1060090,Tom DeNucci,"Lucas Till, Ruby Rose, Tyrese Gibson"
997265,Julia Murat,"Sol Miranda, Lucas Andrade, Lorena Comparato"
80274,Gavin Hood,"Harrison Ford, Asa Butterfield, Hailee Steinfeld"
44048,Tony Scott,"Denzel Washington, Chris Pine, Rosario Dawson"
736545,Jeong Ga-young,"Jun Jong-seo, Son Suk-ku, Gong Min-jeung"
1024621,Rikiya Imaizumi,"Kasumi Arimura, Hana Toyoshima, Ryuya Wakaba"
1142366,Brian K. Roberts,"Erin Agostino, Harmon Walsh, Shauna Macdonald"
17332,Joe Wright,"Robert Downey Jr., Jamie Foxx, Catherine Keener"
499726,Axelle Laffont,"Virginie Ledoyen, Marie-Josée Croze, Axelle Laffont"
928358,Isabelle Stever,"Sarah Grether, Emil von Schönfels, Susanne Bredehöft"
